# access control bulk log — generated
# timezone: Asia/Seoul
2024-07-28T06:13:55+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=DENIED
2024-07-28T06:14:10+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=DENIED
2024-07-28T06:14:30+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T06:14:42+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:14:47+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:14:59+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:15:24+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:15:29+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:15:52+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:15:56+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T06:16:05+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=PING
2024-07-28T06:16:12+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:16:15+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:16:37+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=EXIT
2024-07-28T06:16:59+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T06:17:04+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=PING
2024-07-28T06:17:40+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:17:43+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=PING
2024-07-28T06:17:57+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:18:13+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=PING
2024-07-28T06:18:28+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=DENIED
2024-07-28T06:18:32+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T06:18:53+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T06:19:08+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=DENIED
2024-07-28T06:19:22+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:19:34+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=PING
2024-07-28T06:19:36+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=DENIED
2024-07-28T06:20:04+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:20:10+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:20:18+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=PING
2024-07-28T06:20:30+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:20:34+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=DENIED
2024-07-28T06:21:00+09:00 badge=E-A name=김팀장 auth=badge door=lobby ACTION=EXIT
2024-07-28T06:21:04+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:21:20+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=PING
2024-07-28T06:21:22+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-28T06:21:35+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:21:45+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=PING
2024-07-28T06:22:00+09:00 badge=E-J name=조연구원 auth=badge door=lab ACTION=ENTER
2024-07-28T06:22:09+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=PING
2024-07-28T06:22:23+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=ENTER
2024-07-28T06:22:38+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=EXIT
2024-07-28T06:22:59+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:23:12+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:23:15+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=ENTER
2024-07-28T06:23:26+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=EXIT
2024-07-28T06:23:35+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=EXIT
2024-07-28T06:23:37+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:23:45+09:00 badge=E-J name=조연구원 auth=badge door=lab ACTION=DENIED
2024-07-28T06:24:04+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:24:16+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=DENIED
2024-07-28T06:24:18+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=ENTER
2024-07-28T06:24:29+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:24:38+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=PING
2024-07-28T06:24:47+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:24:58+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=PING
2024-07-28T06:25:13+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:25:35+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=PING
2024-07-28T06:25:42+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=EXIT
2024-07-28T06:25:49+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:25:55+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=ENTER
2024-07-28T06:26:07+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=PING
2024-07-28T06:26:20+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=EXIT
2024-07-28T06:26:42+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:26:50+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T06:26:56+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:27:06+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T06:27:09+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=ENTER
2024-07-28T06:27:25+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:27:38+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:27:46+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=PING
2024-07-28T06:27:53+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:28:01+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=PING
2024-07-28T06:28:08+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:28:25+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=PING
2024-07-28T06:28:33+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=EXIT
2024-07-28T06:28:55+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=ENTER
2024-07-28T06:29:09+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=EXIT
2024-07-28T06:29:18+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=PING
2024-07-28T06:29:26+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=EXIT
2024-07-28T06:29:51+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-28T06:29:52+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=EXIT
2024-07-28T06:30:19+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=ENTER
2024-07-28T06:30:29+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=PING
2024-07-28T06:30:38+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:30:48+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-28T06:30:59+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:31:00+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=PING
2024-07-28T06:31:09+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:31:23+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:31:29+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:31:42+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=EXIT
2024-07-28T06:31:53+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=EXIT
2024-07-28T06:32:02+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T06:32:07+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:32:10+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=ENTER
2024-07-28T06:32:16+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=DENIED
2024-07-28T06:32:21+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:32:33+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=PING
2024-07-28T06:32:51+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=EXIT
2024-07-28T06:33:01+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=DENIED
2024-07-28T06:33:01+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:33:08+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-28T06:33:27+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=PING
2024-07-28T06:33:27+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=ENTER
2024-07-28T06:33:35+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=EXIT
2024-07-28T06:33:39+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:33:45+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=PING
2024-07-28T06:33:53+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=PING
2024-07-28T06:34:12+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=DENIED
2024-07-28T06:34:13+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=EXIT
2024-07-28T06:34:22+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:34:40+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:34:43+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:34:46+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:34:55+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:35:15+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:35:17+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T06:35:28+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:35:35+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=PING
2024-07-28T06:35:43+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=ENTER
2024-07-28T06:35:48+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-28T06:35:57+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=EXIT
2024-07-28T06:36:07+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=PING
2024-07-28T06:36:14+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-28T06:36:23+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=ENTER
2024-07-28T06:36:30+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=PING
2024-07-28T06:36:51+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:36:56+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=ENTER
2024-07-28T06:37:13+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:37:13+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=EXIT
2024-07-28T06:37:31+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:37:38+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:37:55+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:38:07+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=DENIED
2024-07-28T06:38:07+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=PING
2024-07-28T06:38:15+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=EXIT
2024-07-28T06:38:16+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-28T06:38:32+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T06:38:43+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=PING
2024-07-28T06:38:49+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=DENIED
2024-07-28T06:38:56+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=PING
2024-07-28T06:38:58+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=DENIED
2024-07-28T06:39:07+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=PING
2024-07-28T06:39:12+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=PING
2024-07-28T06:39:18+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=DENIED
2024-07-28T06:39:21+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=EXIT
2024-07-28T06:39:27+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:39:42+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=EXIT
2024-07-28T06:39:45+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=DENIED
2024-07-28T06:40:03+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=PING
2024-07-28T06:40:10+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=DENIED
2024-07-28T06:40:20+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=DENIED
2024-07-28T06:40:22+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:40:25+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=ENTER
2024-07-28T06:40:37+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:40:50+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:40:54+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:40:56+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:40:58+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=ENTER
2024-07-28T06:41:11+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=DENIED
2024-07-28T06:41:12+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:41:42+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:41:43+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=PING
2024-07-28T06:41:48+09:00 badge=E-J name=조연구원 auth=badge door=lab ACTION=EXIT
2024-07-28T06:41:57+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T06:42:13+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:42:18+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:42:22+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-28T06:42:28+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:42:30+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=PING
2024-07-28T06:42:31+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=PING
2024-07-28T06:42:52+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:42:57+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=EXIT
2024-07-28T06:42:59+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=EXIT
2024-07-28T06:43:06+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=PING
2024-07-28T06:43:20+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:43:29+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T06:43:34+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=DENIED
2024-07-28T06:43:43+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=DENIED
2024-07-28T06:43:45+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-28T06:43:55+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=PING
2024-07-28T06:44:11+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T06:44:16+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=ENTER
2024-07-28T06:44:21+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:44:24+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:44:36+09:00 badge=E-J name=조연구원 auth=badge door=lab ACTION=PING
2024-07-28T06:44:37+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-28T06:44:37+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=DENIED
2024-07-28T06:44:42+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:44:45+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=DENIED
2024-07-28T06:44:46+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=PING
2024-07-28T06:44:52+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=DENIED
2024-07-28T06:45:05+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=DENIED
2024-07-28T06:45:12+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:45:15+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=EXIT
2024-07-28T06:45:25+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=ENTER
2024-07-28T06:45:33+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=DENIED
2024-07-28T06:45:57+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-28T06:46:01+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T06:46:04+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:46:06+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=DENIED
2024-07-28T06:46:40+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T06:46:40+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:46:43+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=ENTER
2024-07-28T06:46:45+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=DENIED
2024-07-28T06:46:57+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=DENIED
2024-07-28T06:47:02+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:47:09+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:47:16+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T06:47:26+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=ENTER
2024-07-28T06:47:31+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T06:47:44+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=DENIED
2024-07-28T06:47:53+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:47:54+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=ENTER
2024-07-28T06:48:23+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=EXIT
2024-07-28T06:48:34+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=ENTER
2024-07-28T06:48:38+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T06:48:51+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=PING
2024-07-28T06:49:00+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=EXIT
2024-07-28T06:49:07+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=PING
2024-07-28T06:49:26+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=PING
2024-07-28T06:49:30+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=DENIED
2024-07-28T06:49:33+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=PING
2024-07-28T06:49:39+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=EXIT
